Product,Price,Amount,Serving Size,Calories,Ingredients,Allergens
Cinnamon Babka,$8.99,16 oz,1 slice (43 g),170,"Enriched Wheat Flour (Iron, Niacin, Thiamin, Mononitrate, Riboflavin, Folic Acid), Sugar, Palm Oil, Water, Eggs, Cinnamon, Cocoa (Processed With Alkali), Yeast, Vanilla Flavor, Salt","Eggs, Wheat"
Chocolate Cupcakes,$10.99,12 oz,1 cupcake (90 g),370,"Cake: Btw Flour Mix (White Rice Flour, Brown Rice Flour, Potato Starch, Sorghum Flour, Tapioca Flour, Xanthan Gum), Sugar, Canola Oil, Cocoa Powder (Cocoa Processed With Alkali), Whole Eggs, Bittersweet Belgian Chocolate (Unsweetened Chocolate, Sugar, Cocoa, Soy Lecithin, Natural Vanilla Flavor, Baking Soda), Coconut Cream, Lemon Juice, Egg Yolks, Baking Soda, Espresso Powder, Vanilla Extract, Baking Powder, Salt., Frosting: Confectioners Sugar (Sugar, Cornstarch), Butter Substitute (Vegetable Oil Blend (Palm Fruit, Canola, and Olive Oils), Water, Salt, Contains Less Than 2% Of Natural Flavor, Sunflower Lecithin, Lactic Acid (Non-dairy), Annatto Extract (Color)), Coconut Cream, Cocoa Powder (Cocoa Processed With Alkali), Palm Oil Shortening, Vanilla Extract","Eggs, Tree Nuts, Soy"
Rainbow Cookie,$7.99,8 oz,1 oz (28 g),120,"Unbleached Enriched Wheat Flour (Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Malted Barley), Palm and/or Soy Shortening, Eggs, Sugar, Almond Meal, Raspberry Filling (Evaporated Cane Sugar, Water, Apples, Corn Syrup, Raspberry Juice, Pectin, Natural Flavors, Vegetable Extract, Vegetable Gums, Citric Acid), Corn Syrup, Cocoa (Processed With Alkali), Chocolate Liquor, Vegetable Oil (Soybean, Palm, Palm Kernel and/or Cottonseed Oil), Natural Flavors, Citric Fiber, Tapioca Starch, Maltodextrin, Salt, Natural Red Color (Beet Juice Concentrate), Natural Green Color (Alfalfa Extract), Natural Yellow Color (Turmeric)","Eggs, Soy, Tree Nuts, Wheat"
Skinny Mint Cookie,$3.49,1 servings per container,1 piece (42 g),190,"Gluten-free Flour Mix (Garbanzo/Fava Bean Flour, Tapioca Flour, Potato Starch, White Sorghum Flour), Organic Evaporated Cane Juice, Organic Unsweetened Cocoa Powder, Unsweetened Applesauce, Chocolate (Dairy Gluten and Soy Free), Sunflower Oil, Arrowroot, Xanthan Gum, Baking Soda, Organic Peppermint Oil, Organic Pure Vanilla, Maine Sea Salt",Milk and Dairy
Mini Chocolate Truffle Cake,$6.99,5 oz,0.5 piece (35.5 g),170,"Organic Cashew Butter, Unsweetened Almond Milk, (Almonds, Filtered Water, Sea Salt, Locust Bean Gum, Sunflower Lecithin, Natural Flavor), Almond Meal, Organic Coconut Oil, Unsweetened Dark Chocolate (99%), Raw Organic Agave Nectar, Organic Cocoa, Raw Organic Walnuts, Pure Vanilla Extract, Sea Salt",Tree Nuts
Chocolate Dipped Macaroons,$6.99,8 oz,1 oz (28 g),110," Coconut (Sulfite Free), Egg Whites, Sugar, Corn Syrup, Cocoa Powder (Processed With Alkali), Vegetable Oil (Soybean, Palm, Palm Kernel and/Or Cottonseed Oil), Chocolate Liquor, Soy Lecithin, Vanilla Extract, Concentrated Lemon Juice Extract, Citric Acid, Salt","Eggs, Tree Nuts, Soy"
Cookies & Cream Chocolate Dipped Pretzels,$12.99,1 lb,1 ea,140," Vanilla Confectioners Coating (Sugar, Palm Kernel Oil, Nonfat Milk Powder, Whole Milk Powder, Soy Lecithin, Salt), Sourdough Pretzel Knots (Unbleached Unbromated Wheat Flour, Water, Canola Oil, Salt, Malt, Yeast, Soda), Chocolate Sandwich Cremes (Unbleached Enriched Wheat Flour [Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Cane Sugar, Expeller Pressed Canola Oil, Cocoa Powder, Wheat Starch, Invert Sugar Syrup, Natural Flavors, Salt, Leavening [Sodium Bicarbonate], Soy Lecithin [Emulsifier]).","Milk and Dairy, Wheat, Soy"
Vegan Apple Cider Mini Muffins 12pk,$5.41,9 oz,55 g (55 g),270," Non-GMO Sugar, Non-GMO Unenriched Flour, Non-GMO Canola Oil, Apple Sauce, Apple Puree, Water, Apple Cider, Baking Soda (Sodium Bicarbonate), Vanilla, Salt, Cinnamon, Allspice",Wheat
Frosted Sugar Cookies,$4.99,13.5 oz,1 cookie (38 g),160,", Sugar, Enriched Flour (Wheat Flour, Niacin, Iron, Thiamin Mononitrate [Vitamin B1], Riboflavin [Vitamin B2], Folic Acid), Margarine (Palm Oil, Water, Soybean Oil, Salt, Whey [Milk], Mono- and Diglycerides, Soy Lecithin [Soy], Natural Flavor, Beta Carotene [Color], Vitamin A Palmitate), Eggs, Comntains 2% or Less of: Corn Starch, Water, Nonfat Milk, Palm Kernel Oil, Palm Oil, Leavening (Sodium Bicarbonate, Sodium Acid Pyrophosphate, Mono-calcium Phosphate), Cultured Wheat Flour, Polysorbate 60, Colored With (Vegetable Juice [Red Beet, Purple Sweet Potato], Riboflavin, Spirulina Extract, Annatto), Natural Flavors, Sunflower Lecithin (Emulsifier), Wheat Flour, Soy Lecithin (Emulsifier), Wheat Flour, Soy Lecithin (Emulsifier), Lactic Acid, Corn Syrup, Carnauba Wax.","Eggs, Milk and Dairy, Soy, Wheat"
Organic Caramel Nougat Candy Bar,$3.19,1 servings per container,1 bar (45 g),270," Organic Raw Cashews, Organic Brown Rice Syrup, Organic Raw Cacao Butter, Organic Raw Blue Agave, Organic Peanut Butter (Organic Peanuts), Organic Raw Shredded Coconut, Organic Raw Vanilla Beans & Pink Himalayan Salt., Organic Chocolate Coating: Organic Chocolate Liquor, Organic Cacao Butter, Organic Cane Sugar, Organic Vanilla.","Peanuts, Tree Nuts"
Cake Strawberry Shortcake 6in,,Unknown,Unknown,Unknown,Unknown,Unknown
Pistachio Halva,$13.29,8 oz,1.1 oz (32 g),158,"Sesame Paste (Sesame Seeds), Cane Sugar, Glucose Syrup, Pistachios, Saponaria Extract","Tree Nuts, Sesame Seed"
Red Velvet Cupcake,$2.50,1 servings per container,1 each (57 g),270," Confectioner's Sugar (Sugar, Cornstarch), Cane Sugar, Enriched Unbleached Flour (Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Cream Cheese (Pasteurized Milk and Cream Cheese Culture, Salt, Stabilizers [Carob Bean and/or Xanthan and/or Guar Gums]), Expeller-pressed Canola Oil, Eggs, Buttermilk (Cultured Low-fat Milk, Condensed Skim Milk, Salt, Sodium Citrate, Vitamin A Palmitate, Vitamin D3), Water, Butter (Cream), Palm Oil, Baking Powder (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate), Natural Red Color (Vegetable Juice, Beta-carotene), Distilled Vinegar, Natural Vanilla Flavor (Water, Alcohol, Glycerin, Vanilla Bean and Other Botanical Extractives, Natural Flavors), Cocoa Powder (Cocoa Processed With Alkali), Modified Tapioca Starch, Sea Salt, Citric Acid.","Milk and Dairy, Eggs, Wheat"
Dark Chocolate Toffee Covered Pretzels,$12.99,1 lb,1 ea,190," Natural Chocolate Confectioners Coating (Sugar, Non-hydrogenated Vegetable Fat, Cocoa Powder, Nonfat Dry Milk, Whole Milk Powder, Cocoa Butter, Soy Lecithin, Natural Flavor, Salt), Pretzel Knots (Unbleached Flour, Water, Canola Oil, Salt, Malt, Yeast, Sodium Hydroxide), English Toffee (Sugar, Butter, Natural Corn Syrup, Salt, Natural Vanilla Flavor).","Milk and Dairy, Soy, Wheat"
Lemon Pound Cake Slice,$2.99,3.5 oz,1 slice (99 g),350,"Sugar, Enriched Flour (Wheat Flour, Niacin, Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Whole Eggs, Powdered Sugar (Sugar, Cornstarch), Water, Unsalted Butter, Canola Oil, Lemon Juice, Corn Syrup, Lemon Extract, Lemon Peel, Soybean Oil, Modified Corn Starch., Contains 2% or Less of: Whey, Leavening (Sodium Acid Pyrophosphate, Baking Soda), Salt, Sorbitan Monostearate, Nonfat Milk, Vital Wheat Gluten, Polysorbate 60, Xanthan Gum, Guar Gum, Mono and Diglycerides, Natural Flavor, Soy Flour","Eggs, Milk and Dairy, Soy, Wheat"
French Butter Lemon and Almond cookies,$4.99,5.29 oz,1 pack (38 g),190,"unbleached wheat flour, cane sugar, butter 25%, lemon pieces 5% (concentrate apple puree and juice, concentrated lemon juice, citrus fibers, gelling agent: pectin, natural lemon flavor), sea salt, skimmed milk, whole eggs.","Milk and Dairy, Eggs, Wheat, Tree Nuts"
Large Napoleon,,1 servings per container,1 each (113 g),320," Water, Unbleached Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Butter, Fondant (Sugar*, Glucose Syrup*, Water) Sugar*, Nonfat Dry Milk, Potato Starch*, Tapioca Starch*, Whey Protein, Palm Oil, Chocolate (Sugar*, Fractionated Vegetable Fats [Palm Kernel], Cocoa Powder, Soy Lecithin*, Vanilla Extract*), Glaze (Water, Sugar*, Corn Syrup*, Contains Less Than 2% of the Following: Pectin, Citric Acid, Carrageenan, Xanthan Gum, Sodium Citrate, Sodium Phosphate, Paprika), Salt, Vanilla Extract (Extractives of Bourbon Vanilla Beans, Water, Ethyl Alcohol) *, Eggs, Powdered Sugar (Sugar*, Cornstarch*), Cream Stabilizer (Carrageenan, Maltodextrin*), Turmeric, Baking Powder (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Corn Starch*, Monocalcium Phosphate Monohydrate). *Non-GMO","Eggs, Milk and Dairy, Soy, Wheat"
Triple Chocolate Mousse Cake,,1 servings per container,1 ea (113 g),460," Heavy Cream, White Chocolate (Sugar, Cocoa Butter, Milk, Soya Lecithin [An Emulsifier], Vanilla), Milk, Eggs, Sugar, Kosher Gelatin, Vanilla, Milk Chocolate (Sugar, Cocoa Butter, Belgian Unsweetened Chocolate, Whole Milk Powder, Nonfat Dry Milk, Soya Lecithin - An Emulsifier), Dark Chocolate (Cocoa Mass, Sugar, Cocoa Butter, Soya Lecithin [An Emulsifier], Vanilla), Cocoa Powder, Chocolate Cake Base (Sugar, Flour, Buttermilk, Soy Oil, Eggs, Cocoa Powder, Baking Soda [Sodium Bicarbonate], Salt, Inverted Sugar, Vanilla).","Eggs, Milk and Dairy, Soy, Wheat"
Vanilla Cheesecake,,1 servings per container,1 each (170 g),870," Cheesecake (Cream Cheese [Pasteurized Milk and Cream, Salt, Stabilizers (Carob Bean Gum and/or Xanthan, Locust Bean, and Guar Gums), Cheese Culture], Cane Sugar, Eggs, Lemon Juice, Vanilla [Water, Ethyl Alcohol, Vanilla Bean Extractives], Crumbs [Unenriched Flour, Butter, Cane Sugar, Eggs, Corn Meal, Anisette Liqueur, Anise Seed, Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate [Baking Soda], Corn Starch), Cocoa Powder, Salt, Cinnamon, Nutmeg]), Vanilla Swiss Buttercream (Butter [Cream, Natural Flavorings], Sugar [Organic Cane Sugar], Egg Whites, Vanilla Extract [Water, Organic Alcohol, Vanilla Bean Extractives]), Apricot Glaze (Sugar, Water, Glucose Syrup, Apricot Puree, Glucose Syrup Solids, Pectin, Natural Flavor, Citric Acid, Sodium Alginate, Agar, Paprika [Color]), Strawberries.","Eggs, Milk and Dairy, Wheat"
Red Velvet Cake,$22.99,39 oz,1 piece (80 g),300,"Btw Red Velvet Cake Batter (Sugar, Btw Gluten Free Flour Mix (White Rice Flour, Brown Rice Flour, Potato Starch, Sorghum Flour, Tapioca Flour, Xanthan Gum), Canola Oil, Dairy Free Coconut Milk (Organic Coconut Milk, Filtered Water), Eggs, Lemon Juice, Cocoa Powder (Cocoa Processed With Alkali), Baking Powder, Red Food Coloring (Water, Propylene Glycol, Fd&C Reds 40 and 3, and 0.1% Propylparaben (Preservative)), Vanilla Extract, Salt), Btw Cream Cheese Frosting (Confectioners Sugar (Sugar, Cornstarch), Vegan Butter (Oil Blend (Palm Fruit, Soybean, Canola, Flax and Olive), Water, Salt, <2% Of Natural Flavor (Plant Derived from Corn), Soy Protein, Soy Lecithin, Lactic Acid (Non-dairy), Annatto Extract (Color), Vegan Cream Cheese (Dairy Free Base (Water, Organic Butter Beans, Organic Oats), Vegetable Oil Blend (Coconut and Safflower), Organic Agave Nectar, Gum Arabic, Konjac Root Powder, Sea Salt, Cultured Dextrose, Natural Flavors, Calcium Citrate, Citric and Lactic (Vegan) Acid, Vitamin E, Sunflower Lecithin, Lemon Juice, Vanilla Extract, Almond Extract, Salt)","Milk and Dairy, Eggs, Tree Nuts, Soy"
Organic Oatmeal Raisin Cookies,$6.99,6.3 oz,1 cookie (15 g),70," Organic Gluten Free Oats, Organic Brown Sugar, Organic Raisins (With Organic Sunflower Oil), Organic Salted Butter, Organic Invert Sugar, Organic Raisin Paste, Organic Tapioca Starch, Organic Palm Oil, Organic Cane Sugar, Purified Water, Organic Eggs, Organic Vanilla Extract, Organic Molasses, Organic Cinnamon, Organic Nutmeg, Organic Black Pepper, Sea Salt, Organic Sunflower Lecithin, Baking Soda, Xanthan Gum, Organic Rosemary Extract, Organic Sunflower Oil Vitamin E (Mixed Tocopherols) To Retain Freshness.","Eggs, Milk and Dairy"
Chocolate Mousse Cake,,1 servings per container,1 ea (57 g),560," Chocolate Mousse Cake (Heavy Cream, Dark Chocolate [Cocoa Mass, Sugar, Cocoa Butter, Soya Lecithin - An Emulsifier, Vanilla], Eggs, Sugar, Corn Syrup, Rum, Kosher Gelatin, Sugar, Corn Starch, Carob Bean Gum, Cellulose Gum, Agar, Salt, Flour, Buttermilk, Soybean Oil, Cocoa Powder, Baking Soda [Sodium Bicarbonate], Inverted Sugar, White Chocolate [Sugar, Cocoa Butter, Milk, Soya Lecithin - An Emulsifier, Vanilla]), Buttercream (Butter [Cream, Natural Flavorings], Sugar [Organic Cane Sugar], Egg, Vanilla Extract [Water, Organic Alcohol, Vanilla Bean Extractives]), Chocolate Decoration (Cocoa Mass, Sugar, Cocoa Butter, Sunflower Lecithin).","Eggs, Milk and Dairy, Soy, Wheat"
Oats & Almond Cookies,$5.99,8 oz,1 cookie (17 g),90,"Rolled Oats, Unbleached Whole Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Folic Acid, Riboflavin, Malted Barley Flour), Expeller-pressed Canola Oil, Maltitol, Water, Almond Flavor, Baking Powder.","Tree Nuts, Wheat"
Pound Cake Abes Vegan Ginger Spice,$8.49,14 oz,80 g (80 g),310," Non-GMO Sugar, Non-GMO Flour (Wheat, Malted Barley), Non-GMO Organic Rice Milk (Filtered Water, Brown Rice [Partially Milled], Expeller-pressed Canola Oil and/or Safflower Oil and/or Sunflower Oil, Tricalcium Phosphate, Sea Salt, Vitamin A Palmitate, Vitamin D2, Vitamin B12), Water, Non-GMO Expeller-pressed Canola Oil, Salt, Non-GMO Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate [Baking Soda], Non-GMO Corn Starch), Baking Soda (Sodium Bicarbonate), Non-GMO Vanilla, Cinnamon, Nutmeg, Allspice, Clove, Ginger.",Wheat
Grab & Go Cookies & Cream Cheesecake,$2.99,3 oz,85 g (85 g),340,"Cream Cheese (Pasteurized Milk and Cream, Salt, Stabilizers [Carob Bean Gum and/or Xanthan, Locust Bean, and Guar Gums] Cheese Culture), Cane Sugar*, Eggs*, Vanilla, Cookie Crumbs (Flour*, Cane Sugar*, Butter, Palm Oil, Cocoa Powder, Water, Eggs, Vanilla, Salt), Cookies* (Organic Unbleached Wheat Flour, Organic Powdered Sugar (Organic Sugar, Organic Corn Starch), Organic Sugar, Organic Palm Fruit Oil (Expeller Pressed), Cocoa (Processed With Alkali), Unsweetened Chocolate, Salt, Natural Flavor, Sodium Bicarbonate (Leavening), Soya Lecithin--an Emulsifier), White Chocolate* (Sugar, Cocoa Butter, Whole Milk Powder, Skim Milk Powder, Milk Fat, Soya Lecithin--an Emulsifier, Vanilla), Crust (Flour*, Cane Sugar*, Butter, Palm Oil, Cocoa Powder, Water, Eggs*, Salt)., *Non-GMO Ingredient","Eggs, Milk and Dairy, Soy, Wheat"
Apple Turnover,$3.50,1 servings per container,1 each (85 g),320," Apple Filling (Apples, Sugar, Water, Corn Starch, Cinnamon, Ascorbic Acid, Citric Acid), Enriched Wheat Flour (Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Ascorbic Acid, Folic Acid, Enzymes), Margarine (Palm Oil, Water, Canola Oil, Vinegar, Sugar, Canola and/or Soy Lecithin, Natural Flavor, Annatto Color, Vitamin A Palmitate, Vitamin D3), Water, Sugar, Salt.","Soy, Wheat"
Quinoa Chocolate Chip Cookies,$7.99,7 oz,2 cookies (30 g),140," Organic Quinoa Flour, Casava Starch, Non-hydrogenated Palm Fruit Butter, Organic Raw Sugar, Dark Chocolate Chips (Dairy and Soy Free), Organic Sugar Cane Syrup, Organic White Rice Flour, Organic Quinoa Pop Grains, Sodium Bicarbonate (Baking Soda) and Natural Vanilla and Chocolate Extract (Soy and Corn Free).","Milk and Dairy, Soy"
Pumpkin Pound Cake,$8.49,14 oz,80 g (80 g),300,"Non-GMO Sugar, Non-GMO Unenriched Flour, Non-GMO Organic Rice Milk (Filtered Water, Brown Rice [Partially Milled], Expeller Pressed Canola Oil and or Safflower Oil and or Sunflower Oil, Tricalcium Phosphate, Sea Salt, Vitamin A Palmitate, Vitamin D2, Vitamin B12), Non-GMO Expeller Pressed Canola Oil, Water, Non-GMO Pumpkin, Salt, Non-GMO Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate [Baking Soda], Non-GMO Corn Starch), Baking Soda (Sodium Bicarbonate), Cinnamon, Nutmeg, Allspice, Clove, Non-GMO Orange Zest, Non-GMO Lemon Zest, Ginger, Non-GMO Vanilla",Wheat
Mini Cannoli,$2.25,1 servings per container,1 each,120," Vanilla Cream (Ricotta Impastata Cheese [Milk, Starter, Salt], Sugar, Natural Flavor), Cannoli Shell (Enriched Wheat Flour [Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Vegetable Shortening [Palm and/or Soy], Water, Eggs, Sugar, Vinegar, Cinnamon, Salt, Natural Flavors), Chocolate Chips (Sugar, Chocolate Liquor, Cocoa Butter, Soy Lecithin [An Emulsifier], Vanilla Extract), Powdered Sugar (Sugar, Cornstarch).","Eggs, Milk and Dairy, Soy, Tree Nuts, Wheat"
Madeleines,$8.99,8 oz,2 pieces (40 g),140,"Sugar, Dairy Free Sour Cream (Dairy Free Base (Water, Organic Butter Beans, Organic Oats), Vegetable Oil Blend (Coconut and Safflower), Gum Arabic, Konjac Root Powder, Sea Salt, Cultured Dextrose, Calcium Citrate, Natural Flavors, Citric and Lactic (Vegan) Acid, Sunflower Lecithin), Btw Gluten Free Flour Mix (White Rice Flour, Brown Rice Flour, Potato Starch, Sorghum Flour, Tapioca Flour, Xanthan Gum), Eggs, Canola Oil, Baking Powder, Lemon Zest, Lemon Extract, Vanilla Extract, Salt","Eggs, Tree Nuts"
Chocolate Chip Muffin 4 Count,$5.99,11 oz,55 g (55 g),230," Non-GMO Sugar, Non-GMO Unenriched Flour, Non-GMO Rice Milk (Filtered Water, Brown Rice [Partially Milled], Expeller Pressed Canola Oil and/or Safflower Oil and/or Sunflower Oil, Tricalcium Phosphate, Sea Salt, Vitamin A Palmitate, Vitamin D2, Vitamin B12), Non-GMO Canola Oil, Non-GMO Chocolate (Sugar, Cocoa Mass, Cocoa Butter, Sunflower Lecithin (An Emulsifier), Vanilla, Salt), Water, Salt, Non-GMO Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate [Baking Soda], Non-GMO Corn Starch), Baking Soda (Sodium Bicarbonate), Vanilla",Wheat
Blueberry Muffins 4 Count,$5.99,11 oz,55 g (55 g),210," Non-GMO Sugar, Non-GMO Unenriched Flour, Non-GMO Rice Milk (Filtered Water, Brown Rice [Partially Milled], Expeller Pressed Canola Oil and/or Safflower Oil and/or Sunflower Oil, Tricalcium Phosphate, Sea Salt, Vitamin A Palmitate, Vitamin D2, Vitamin B12), Non-GMO Canola Oil, Water, Blueberries, Salt, Non-GMO Baking Powder (Monocalcium Phosphate, Sodium Bicarbonate [Baking Soda], Non-GMO Corn Starch), Baking Soda (Sodium Bicarbonate), Natural Lemon Flavor, Vanilla",Wheat
Spelt Chocolate Chip Almond Biscuits,$7.99,8 oz,1 cookie (23 g),120," Spelt Flour Blend [Organic Unbleached Spelt Flour (Wheat), Organic Whole Grain Spelt Flour (Wheat)], Eggs, Maltitol*, Non-GMO Expeller Pressed Canola Oil, Chocolate (Maltitol*, Chocolate Liquor, Cocoa Butter, Sunflower Lecithin (An Emulsifier), and Salt), Almonds (Tree Nuts), Natural Almond Flavor, Baking Powder (Aluminum Free).","Eggs, Tree Nuts, Wheat"
Sea Salt Dark Chocolate Halva,$13.29,8 oz,1.1 oz (32 g),155,"Sesame Paste (Sesame Seeds), Cane Sugar, Glucose Syrup, Dark Chocolate (Cocoa Beans, Cane Sugar, Cocoa Butter, Soy Lecithin), Sea Salt, Saponaria Extract","Soy, Sesame Seed"
Pumpkin Doughnut Muffins,$7.99,9 oz,1 doughnut muffin (30 g),120,"Sugar, Brown Sugar, Pumpkin Puree (Pumpkin), King Arthur Artisan Wheat Flour (Unbleached, Unbromated Hardspring Wheat Flour, Malted Barley Flour, Niacin, Reduce Iron Thiamin Mononitrate, Riboflavin, Folic Acid, Wheat), Butter (Cream, Milk), Cage Free Eggs (Egg), Water, Cane Molasses, Baking Soda, Salt, Cinnamon, Ginger, Cloves, Baking Powder (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Corn Starch, Monocalcium Phosphate), Allspice, Nutmeg.","Eggs, Milk and Dairy, Wheat"
Cannoli,,1 servings per container,1 each (170 g),340," Vanilla Cream (Ricotta Impastata Cheese [Milk, Starter, Salt], Sugar, Natural Flavor), Cannoli Shell (Enriched Wheat Flour [Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Vegetable Shortening [Palm and/or Soy], Water, Eggs, Sugar, Vinegar, Cinnamon, Salt, Natural Flavors), Chocolate Chips (Sugar, Chocolate Liquor, Cocoa Butter, Soy Lecithin [An Emulsifier], Vanilla Extract), Powdered Sugar (Sugar, Cornstarch).","Eggs, Milk and Dairy, Soy, Wheat"
Chocolate Cupcake,$2.50,1 servings per container,1 each,230," Cane Sugar, Water, Enriched Unbleached Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Buttermilk (Cultured Low Fat Milk, Condensed Skim Milk, Salt, Sodium Citrate, Vitamin A Palmitate, Vitamin D3), Cocoa Powder (Cocoa Processed With Alkali), Confectioner's Sugar (Sugar, Cornstarch), Expeller-pressed Canola Oil, Semisweet Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Soy Lecithin Added as An Emulsifier, and Vanilla), Butter (Cream), Palm Oil, Eggs, Cream Cheese (Pasteurized Milk and Cream Cheese Culture, Salt, Stabilizers [Carob Bean and/or Xanthan and/or Guar Gums]), Canola Oil, Baking Soda, Sea Salt, Vanilla Extract (Vanilla Beans, Alcohol, Water).","Eggs, Milk and Dairy, Soy, Wheat"
